pokemon_id,language_id,name
123,1,ストライク
124,1,ルージュラ
125,1,エレブー
126,1,ブーバー
127,1,カイロス
128,1,ケンタロス
129,1,コイキング
130,1,ギャラドス
131,1,ラプラス
132,1,メタモン
133,1,イーブイ
134,1,シャワーズ
135,1,サンダース
136,1,ブースター
137,1,ポリゴン
138,1,オムナイト
139,1,オムスター
140,1,カブト
141,1,カブトプス
142,1,プテラ
143,1,カビゴン
144,1,フリーザー
145,1,サンダー
146,1,ファイヤー
147,1,ミニリュウ
148,1,ハクリュー
149,1,カイリュー
150,1,ミュウツー
151,1,ミュウ
152,1,チコリータ
153,1,べイリーフ
154,1,メガニウム
155,1,ヒノアラシ
156,1,マグマラシ
157,1,バクフーン
158,1,ワニノコ
159,1,アリゲイツ
160,1,オーダイル
161,1,オタチ
162,1,オオタチ
163,1,ホーホー
164,1,ヨルノズク
165,1,レディバ
166,1,レディアン
167,1,イトマル
168,1,アリアドス
169,1,クロバット
170,1,チョンチー
171,1,ランターン
172,1,ピチュー
173,1,ピィ
174,1,ププリン
175,1,トゲピー
176,1,トゲチック
177,1,ネイティ
178,1,ネイティオ
179,1,メリープ
180,1,モココ
181,1,デンリュウ
182,1,キレイハナ
183,1,マリル
184,1,マリルリ
185,1,ウソッキー
186,1,ニョロトノ
187,1,ハネッコ
188,1,ポポッコ
189,1,ワタッコ
190,1,エイパム
191,1,ヒマナッツ
192,1,キマワリ
193,1,ヤンヤンマ
194,1,ウパー
195,1,ヌオー
196,1,エーフィ
197,1,ブラッキー
198,1,ヤミカラス
199,1,ヤドキング
200,1,ムウマ
201,1,アンノーン
202,1,ソーナンス
203,1,キリンリキ
204,1,クヌギダマ
205,1,フォレトス
206,1,ノコッチ
207,1,グライガー
208,1,ハガネール
209,1,ブルー
210,1,グランブル
211,1,ハリーセン
212,1,ハッサム
213,1,ツボツボ
214,1,へラクロス
215,1,ニューラ
216,1,ヒメグマ
217,1,リングマ
218,1,マグマッグ
219,1,マグカルゴ
220,1,ウリムー
221,1,イノムー
222,1,サニーゴ
223,1,テッポウオ
224,1,オクタン
225,1,デリバード
226,1,マンタイン
227,1,エアームド
228,1,デルビル
229,1,へルガー
230,1,キングドラ
231,1,ゴマゾウ
232,1,ドンファン
233,1,ポリゴン２
234,1,オドシシ
235,1,ドーブル
236,1,バルキー
237,1,カポエラー
238,1,ムチュール
239,1,エレキッド
240,1,ブビィ
241,1,ミルタンク
242,1,ハピナス
243,1,ライコウ
244,1,エンテイ
245,1,スイクン
246,1,ヨーギラス
247,1,サナギラス
248,1,バンギラス
249,1,ルギア
250,1,ホウオウ
251,1,セレビィ
252,1,キモリ
253,1,ジュプトル
254,1,ジュカイン
255,1,アチャモ
256,1,ワカシャモ
257,1,バシャーモ
258,1,ミズゴロウ
259,1,ヌマクロー
260,1,ラグラージ
261,1,ポチエナ
262,1,グラエナ
263,1,ジグザグマ
264,1,マッスグマ
265,1,ケムッソ
266,1,カラサリス
267,1,アゲハント
268,1,マユルド
269,1,ドクケイル
270,1,ハスボー
271,1,ハスブレロ
272,1,ルンパッパ
273,1,タネボー
274,1,コノハナ
275,1,ダーテング
276,1,スバメ
277,1,オオスバメ
278,1,キャモメ
279,1,ペリッパー
280,1,ラルトス
281,1,キルリア
282,1,サーナイト
283,1,アメタマ
284,1,アメモース
285,1,キノココ
286,1,キノガッサ
287,1,ナマケロ
288,1,ヤルキモノ
289,1,ケッキング
290,1,ツチニン
291,1,テッカニン
292,1,ヌケニン
293,1,ゴニョニョ
294,1,ドゴーム
295,1,バクオング
296,1,マクノシタ
297,1,ハリテヤマ
298,1,ルリリ
299,1,ノズパス
300,1,エネコ
301,1,エネコロロ
302,1,ヤミラミ
303,1,クチート
304,1,ココドラ
305,1,コドラ
306,1,ボスゴドラ
307,1,アサナン
308,1,チャーレム
309,1,ラクライ
310,1,ライボルト
311,1,プラスル
312,1,マイナン
313,1,バルビート
314,1,イルミーゼ
315,1,ロゼリア
316,1,ゴクリン
317,1,マルノーム
318,1,キバニア
319,1,サメハダー
320,1,ホエルコ
321,1,ホエルオー
322,1,ドンメル
323,1,バクーダ
324,1,コータス
325,1,バネブー
326,1,ブーピッグ
327,1,パッチール
328,1,ナックラー
329,1,ビブラーバ
330,1,フライゴン
331,1,サボネア
332,1,ノクタス
333,1,チルット
334,1,チルタリス
335,1,ザングース
336,1,ハブネーク
337,1,ルナトーン
338,1,ソルロック
339,1,ドジョッチ
340,1,ナマズン
341,1,ヘイガニ
342,1,シザリガー
343,1,ヤジロン
344,1,ネンドール
345,1,リリーラ
346,1,ユレイドル
347,1,アノプス
348,1,アーマルド
349,1,ヒンバス
350,1,ミロカロス
351,1,ポワルン
352,1,カクレオン
353,1,カゲボウズ
354,1,ジュペッタ
355,1,ヨマワル
356,1,サマヨール
357,1,トロピウス
358,1,チリーン
359,1,アブソル
360,1,ソーナノ
361,1,ユキワラシ
362,1,オニゴーリ
363,1,タマザラシ
364,1,トドグラー
365,1,トドゼルガ
366,1,パールル
367,1,ハンテール
368,1,サクラビス
369,1,ジーランス
370,1,ラブカス
371,1,タツベイ
372,1,コモルー
373,1,ボーマンダ
374,1,ダンバル
375,1,メタング
376,1,メタグロス
377,1,レジロック
378,1,レジアイス
379,1,レジスチル
380,1,ラティアス
381,1,ラティオス
382,1,カイオーガ
383,1,グラードン
384,1,レックウザ
385,1,ジラーチ
386,1,デオキシス
387,1,ナエトル
388,1,ハヤシガメ
389,1,ドダイトス
390,1,ヒコザル
391,1,モウカザル
392,1,ゴウカザル
393,1,ポッチャマ
394,1,ポッタイシ
395,1,エンペルト
396,1,ムックル
397,1,ムクバード
398,1,ムクホーク
399,1,ビッパ
400,1,ビーダル
401,1,コロボーシ
402,1,コロトック
403,1,コリンク
404,1,ルクシオ
405,1,レントラー
406,1,スボミー
407,1,ロズレイド
408,1,ズガイドス
409,1,ラムパルド
410,1,タテトプス
411,1,トリデプス
412,1,ミノムッチ
413,1,ミノマダム
414,1,ガーメイル
415,1,ミツハニー
416,1,ビークイン
417,1,パチリス
418,1,ブイゼル
419,1,フローゼル
420,1,チェリンボ
421,1,チェリム
422,1,カラナクシ
423,1,トリトドン
424,1,エテボース
425,1,フワンテ
426,1,フワライド
427,1,ミミロル
428,1,ミミロップ
429,1,ムウマージ
430,1,ドンカラス
431,1,ニャルマー
432,1,ブニャット
433,1,リーシャン
434,1,スカンプー
435,1,スカタンク
436,1,ドーミラー
437,1,ドータクン
438,1,ウソハチ
439,1,マネネ
440,1,ピンプク
441,1,ペラップ
442,1,ミカルゲ
443,1,フカマル
444,1,ガバイト
445,1,ガブリアス
446,1,ゴンベ
447,1,リオル
448,1,ルカリオ
449,1,ヒポポタス
450,1,カバルドン
451,1,スコルピ
452,1,ドラピオン
453,1,グレッグル
454,1,ドクロック
455,1,マスキッパ
456,1,ケイコウオ
457,1,ネオラント
458,1,タマンタ
459,1,ユキカブリ
460,1,ユキノオー
461,1,マニューラ
462,1,ジバコイル
463,1,ベロベルド
464,1,ドサイドン
465,1,モジャンボ
466,1,エレキブル
467,1,ブーバーン
468,1,トゲキッス
469,1,メガヤンマ
470,1,リーフィア
471,1,グレイシア
472,1,グライオン
473,1,マンムー
474,1,ポリゴンＺ
475,1,エルレイド
476,1,ダイノーズ
477,1,ヨノワール
478,1,ユキメノコ
479,1,ロトム
480,1,ユクシー
481,1,エムリット
482,1,アグノム
483,1,ディアルガ
484,1,パルキア
485,1,ヒードラン
486,1,レジギガス
487,1,ギラティナ
488,1,クレセリア
489,1,フィオネ
490,1,マナフィ
491,1,ダークライ
492,1,シェイミ
493,1,アルセウス
