id,pokemon_id,method_id
343,16,4
344,16,4
345,16,4
346,16,4
347,17,1
348,17,1
349,17,1
350,17,1
351,17,1
352,17,1
353,17,3
354,17,3
355,17,3
356,17,3
357,17,3
358,17,3
359,17,4
360,17,4
361,17,4
362,17,4
363,17,4
364,17,4
365,17,4
366,17,4
367,18,1
368,18,1
369,18,1
370,18,1
371,18,1
372,18,1
373,18,3
374,18,3
375,18,3
376,18,3
377,18,3
378,18,3
379,18,4
380,18,4
381,18,4
382,18,4
383,18,4
384,18,4
385,18,4
386,18,4
387,19,1
388,19,1
389,19,1
390,19,1
391,19,1
392,19,1
393,19,2
394,19,2
395,19,2
396,19,2
397,19,2
398,19,3
399,19,3
400,19,3
401,19,3
402,19,3
403,19,3
404,19,3
405,19,4
406,19,4
407,19,4
408,19,4
409,19,4
410,19,4
411,19,4
412,20,1
413,20,1
414,20,1
415,20,1
416,20,1
417,20,1
418,20,3
419,20,3
420,20,3
421,20,3
422,20,3
423,20,3
424,20,3
425,20,3
426,20,4
427,20,4
428,20,4
429,20,4
430,20,4
431,20,4
432,20,4
433,21,1
434,21,1
435,21,1
436,21,1
437,21,1
438,21,1
439,21,2
440,21,2
441,21,2
442,21,2
443,21,2
444,21,2
445,21,3
446,21,3
447,21,3
448,21,3
449,21,3
450,21,3
451,21,4
452,21,4
453,21,4
454,21,4
455,21,4
456,21,4
457,21,4
458,21,4
459,22,1
460,22,1
461,22,1
462,22,1
463,22,1
464,22,1
465,22,3
466,22,3
467,22,3
468,22,3
469,22,3
470,22,3
471,22,4
472,22,4
473,22,4
474,22,4
475,22,4
476,22,4
477,22,4
478,22,4
479,23,1
480,23,1
481,23,1
482,23,1
483,23,1
484,23,1
485,23,2
486,23,2
487,23,2
488,23,2
489,23,2
490,23,2
491,23,2
492,23,3
493,23,3
494,23,3
495,23,3
496,23,3
497,23,3
498,23,3
499,23,4
500,23,4
501,23,4
502,23,4
503,23,4
504,23,4
505,24,1
506,24,1
507,24,1
508,24,1
509,24,1
510,24,1
511,24,3
512,24,3
513,24,3
514,24,3
515,24,3
516,24,3
517,24,3
518,24,4
519,24,4
520,24,4
521,24,4
522,24,4
523,24,4
524,25,1
525,25,1
526,25,1
527,25,1
528,25,1
529,25,1
530,25,1
531,25,1
532,25,3
533,25,3
534,25,3
535,25,3
536,25,3
537,25,3
538,25,3
539,25,3
540,25,4
541,25,4
542,25,4
543,25,4
544,25,4
545,25,4
546,25,5
547,26,1
548,26,1
549,26,1
550,26,1
551,26,1
552,26,1
553,26,3
554,26,3
555,26,3
556,26,3
557,26,3
558,26,3
559,26,3
560,26,3
561,26,4
562,26,4
563,26,4
564,26,4
565,26,4
566,26,4
567,27,1
568,27,1
569,27,1
570,27,1
571,27,1
572,27,1
573,27,1
574,27,2
575,27,2
576,27,2
577,27,2
578,27,2
579,27,2
580,27,2
581,27,3
582,27,3
583,27,3
584,27,3
585,27,3
586,27,3
587,27,3
588,27,4
589,27,4
590,27,4
591,27,4
592,27,4
593,27,4
594,28,1
595,28,1
596,28,1
597,28,1
598,28,1
599,28,1
600,28,1
601,28,1
602,28,3
603,28,3
604,28,3
605,28,3
606,28,3
607,28,3
608,28,3
609,28,4
610,28,4
611,28,4
612,28,4
613,28,4
614,28,4
615,29,1
616,29,1
617,29,1
618,29,1
619,29,1
620,29,1
621,29,1
622,29,1
623,29,2
624,29,2
625,29,2
626,29,2
627,29,2
628,29,2
629,29,3
630,29,3
631,29,3
632,29,3
633,29,3
634,29,3
635,29,3
636,29,3
637,29,4
638,29,4
639,29,4
640,29,4
641,29,4
642,29,4
643,30,1
644,30,1
645,30,1
646,30,1
647,30,1
648,30,1
649,30,1
650,30,1
651,30,3
652,30,3
653,30,3
654,30,3
655,30,3
656,30,3
657,30,3
658,30,3
659,30,4
660,30,4
661,30,4
662,30,4
663,30,4
664,30,4
665,31,1
666,31,1
667,31,1
668,31,1
669,31,1
670,31,1
671,31,1
672,31,1
673,31,1
674,31,1
675,31,3
676,31,3
677,31,3
678,31,3
679,31,3
680,31,3
681,31,3
682,31,3
683,31,4
684,31,4
685,31,4
686,31,4
687,31,4
688,31,4
689,31,4
690,32,1
691,32,1
692,32,1
693,32,1
694,32,1
695,32,1
696,32,1
697,32,1
698,32,2
699,32,2
700,32,2
701,32,2
702,32,2
703,32,2
704,32,3
705,32,3
706,32,3
707,32,3
708,32,3
709,32,3
710,32,3
711,32,3
712,32,4
713,32,4
714,32,4
715,32,4
716,32,4
717,32,4
718,33,1
719,33,1
720,33,1
721,33,1
722,33,1
723,33,1
724,33,1
725,33,1
726,33,3
727,33,3
728,33,3
729,33,3
730,33,3
731,33,3
732,33,3
733,33,3
734,33,4
735,33,4
736,33,4
737,33,4
738,33,4
739,33,4
740,34,1
741,34,1
742,34,1
743,34,1
744,34,1
745,34,1
746,34,1
747,34,1
748,34,1
749,34,1
750,34,3
751,34,3
752,34,3
753,34,3
754,34,3
755,34,3
756,34,3
757,34,3
758,34,4
759,34,4
760,34,4
761,34,4
762,34,4
763,34,4
764,34,4
765,35,1
766,35,1
767,35,1
768,35,1
769,35,1
770,35,1
771,35,1
772,35,1
773,35,3
774,35,3
775,35,3
776,35,3
777,35,3
778,35,3
779,35,3
780,35,3
781,35,4
782,35,4
783,35,4
784,35,4
785,35,4
786,35,4
787,35,4
788,36,1
789,36,1
790,36,1
791,36,1
792,36,1
793,36,1
794,36,3
795,36,3
796,36,3
797,36,3
798,36,3
799,36,3
800,36,3
801,36,3
802,36,4
803,36,4
804,36,4
805,36,4
806,36,4
807,36,4
808,36,4
809,37,1
810,37,1
811,37,1
812,37,1
813,37,1
814,37,1
815,37,1
816,37,1
817,37,2
818,37,2
819,37,2
820,37,2
821,37,2
822,37,2
823,37,3
824,37,3
825,37,3
826,37,3
827,37,3
828,37,3
829,37,3
830,37,4
831,37,4
832,37,4
833,37,4
834,37,4
835,37,4
836,38,1
837,38,1
838,38,1
839,38,1
840,38,1
841,38,1
842,38,3
843,38,3
844,38,3
845,38,3
846,38,3
847,38,3
848,38,3
849,38,4
850,38,4
851,38,4
852,38,4
853,38,4
854,38,4
855,39,1
856,39,1
857,39,1
858,39,1
859,39,1
860,39,1
861,39,3
862,39,3
863,39,3
864,39,3
865,39,3
866,39,3
867,39,3
868,39,3
869,39,4
870,39,4
871,39,4
872,39,4
873,39,4
874,39,4
875,39,4
876,40,1
877,40,1
878,40,1
879,40,1
880,40,1
881,40,1
882,40,3
883,40,3
884,40,3
885,40,3
886,40,3
887,40,3
888,40,3
889,40,3
890,40,4
891,40,4
892,40,4
893,40,4
894,40,4
895,40,4
896,40,4
897,41,1
898,41,1
899,41,1
900,41,1
901,41,1
902,41,1
903,41,1
904,41,1
905,41,1
906,41,1
907,41,2
908,41,2
909,41,2
910,41,2
911,41,2
912,41,3
913,41,3
914,41,3
915,41,3
916,41,3
917,41,3
918,41,4
919,41,4
920,41,4
921,41,4
922,41,4
923,41,4
924,41,4
925,41,4
926,42,1
927,42,1
928,42,1
929,42,1
930,42,1
931,42,1
932,42,1
933,42,1
934,42,1
935,42,1
936,42,3
937,42,3
938,42,3
939,42,3
940,42,3
941,42,3
942,42,4
943,42,4
944,42,4
945,42,4
946,42,4
947,42,4
948,42,4
949,42,4
950,43,1
951,43,1
952,43,1
953,43,1
954,43,1
955,43,1
956,43,2
957,43,2
958,43,2
959,43,2
960,43,2
961,43,2
962,43,2
963,43,3
964,43,3
965,43,3
966,43,3
967,43,3
968,43,3
969,43,3
970,43,4
971,43,4
972,43,4
973,43,4
974,43,4
975,43,4
976,44,1
977,44,1
978,44,1
979,44,1
980,44,1
981,44,1
982,44,3
983,44,3
984,44,3
985,44,3
986,44,3
987,44,3
988,44,3
989,44,4
990,44,4
991,44,4
992,44,4
993,44,4
994,44,4
995,45,1
996,45,1
997,45,1
998,45,1
999,45,1
1000,45,1
1001,45,3
1002,45,3
1003,45,3
1004,45,3
1005,45,3
1006,45,3
1007,45,3
1008,45,4
1009,45,4
1010,45,4
1011,45,4
1012,45,4
1013,45,4
1014,46,1
1015,46,1
1016,46,1
1017,46,1
1018,46,1
1019,46,1
1020,46,2
1021,46,2
1022,46,2
1023,46,2
1024,46,2
1025,46,2
1026,46,2
1027,46,3
1028,46,3
1029,46,3
1030,46,3
1031,46,3
1032,46,3
1033,46,3
1034,46,4
1035,46,4
1036,46,4
1037,46,4
1038,46,4
1039,46,4
1040,47,1
1041,47,1
1042,47,1
1043,47,1
1044,47,1
1045,47,1
1046,47,3
1047,47,3
1048,47,3
1049,47,3
1050,47,3
1051,47,3
1052,47,3
1053,47,4
1054,47,4
1055,47,4
1056,47,4
1057,47,4
1058,47,4
1059,48,1
1060,48,1
1061,48,1
1062,48,1
1063,48,1
1064,48,1
1065,48,1
1066,48,1
1067,48,2
1068,48,2
1069,48,2
1070,48,2
1071,48,2
1072,48,3
1073,48,3
1074,48,3
1075,48,3
1076,48,3
1077,48,3
1078,48,4
1079,48,4
1080,48,4
1081,48,4
1082,48,4
1083,48,4
1084,48,4
1085,49,1
1086,49,1
1087,49,1
1088,49,1
1089,49,1
1090,49,1
1091,49,1
1092,49,1
1093,49,3
1094,49,3
1095,49,3
1096,49,3
1097,49,3
1098,49,3
1099,49,4
1100,49,4
1101,49,4
1102,49,4
1103,49,4
1104,49,4
1105,49,4
1106,49,4
1107,50,1
1108,50,1
1109,50,1
1110,50,1
1111,50,1
1112,50,1
1113,50,1
1114,50,1
1115,50,2
1116,50,2
1117,50,2
1118,50,2
1119,50,2
1120,50,2
1121,50,3
1122,50,3
1123,50,3
1124,50,3
1125,50,3
1126,50,3
1127,50,4
1128,50,4
1129,50,4
1130,50,4
1131,50,4
1132,50,4
1133,50,4
1134,51,1
1135,51,1
1136,51,1
1137,51,1
1138,51,1
1139,51,1
1140,51,1
1141,51,1
1142,51,1
1143,51,1
1144,51,3
1145,51,3
1146,51,3
1147,51,3
1148,51,3
1149,51,3
1150,51,4
1151,51,4
1152,51,4
1153,51,4
1154,51,4
1155,51,4
1156,51,4
1157,52,1
1158,52,1
1159,52,1
1160,52,1
1161,52,1
1162,52,1
1163,52,1
1164,52,1
1165,52,1
1166,52,2
1167,52,2
1168,52,2
1169,52,2
1170,52,2
1171,52,2
1172,52,3
1173,52,3
1174,52,3
1175,52,3
1176,52,3
1177,52,3
1178,52,3
1179,52,4
1180,52,4
1181,52,4
1182,52,4
1183,52,4
1184,52,4
1185,52,4
1186,53,1
1187,53,1
1188,53,1
1189,53,1
1190,53,1
1191,53,1
1192,53,1
1193,53,1
1194,53,1
1195,53,1
1196,53,3
1197,53,3
1198,53,3
1199,53,3
1200,53,3
1201,53,3
1202,53,3
1203,53,4
1204,53,4
1205,53,4
1206,53,4
1207,53,4
1208,53,4
1209,53,4
1210,54,1
1211,54,1
1212,54,1
1213,54,1
1214,54,1
1215,54,1
1216,54,1
1217,54,1
1218,54,2
1219,54,2
1220,54,2
1221,54,2
1222,54,2
1223,54,2
1224,54,2
1225,54,3
1226,54,3
1227,54,3
1228,54,3
1229,54,3
1230,54,3
1231,54,3
1232,54,3
1233,54,4
1234,54,4
1235,54,4
1236,54,4
1237,54,4
1238,54,4
1239,54,4
1240,54,4
1241,54,4
1242,55,1
1243,55,1
1244,55,1
1245,55,1
1246,55,1
1247,55,1
1248,55,1
1249,55,1
1250,55,1
1251,55,1
1252,55,3
1253,55,3
1254,55,3
1255,55,3
1256,55,3
1257,55,3
1258,55,3
1259,55,3
1260,55,4
1261,55,4
1262,55,4
1263,55,4
1264,55,4
1265,55,4
1266,55,4
1267,55,4
1268,55,4
1269,56,1
1270,56,1
1271,56,1
1272,56,1
1273,56,1
1274,56,1
1275,56,1
1276,56,1
1277,56,1
1278,56,2
1279,56,2
1280,56,2
1281,56,2
1282,56,2
1283,56,2
1284,56,3
1285,56,3
1286,56,3
1287,56,3
1288,56,3
1289,56,3
1290,56,3
1291,56,3
1292,56,4
1293,56,4
1294,56,4
1295,56,4
1296,56,4
1297,56,4
1298,56,4
1299,57,1
1300,57,1
1301,57,1
1302,57,1
1303,57,1
1304,57,1
1305,57,1
1306,57,1
1307,57,1
1308,57,1
1309,57,3
1310,57,3
1311,57,3
1312,57,3
1313,57,3
1314,57,3
1315,57,3
1316,57,3
1317,57,4
1318,57,4
1319,57,4
1320,57,4
1321,57,4
1322,57,4
1323,57,4
1324,58,1
1325,58,1
1326,58,1
1327,58,1
1328,58,1
1329,58,1
1330,58,1
1331,58,1
1332,58,2
1333,58,2
1334,58,2
1335,58,2
1336,58,2
1337,58,2
1338,58,3
1339,58,3
1340,58,3
1341,58,3
1342,58,3
1343,58,3
1344,58,3
1345,58,4
1346,58,4
1347,58,4
1348,58,4
1349,58,4
1350,58,4
1351,59,1
1352,59,1
1353,59,1
1354,59,1
1355,59,1
1356,59,1
1357,59,1
1358,59,1
1359,59,3
1360,59,3
1361,59,3
1362,59,3
1363,59,3
1364,59,3
1365,59,3
1366,59,4
1367,59,4
1368,59,4
1369,59,4
1370,59,4
1371,59,4
1372,60,1
1373,60,1
1374,60,1
1375,60,1
1376,60,1
1377,60,1
1378,60,2
1379,60,2
1380,60,2
1381,60,2
1382,60,2
1383,60,2
1384,60,3
1385,60,3
1386,60,3
1387,60,3
1388,60,3
1389,60,3
1390,60,3
1391,60,4
1392,60,4
1393,60,4
1394,60,4
1395,60,4
1396,60,4
1397,60,4
1398,60,4
1399,60,4
1400,61,1
1401,61,1
1402,61,1
1403,61,1
1404,61,1
1405,61,1
1406,61,3
1407,61,3
1408,61,3
1409,61,3
1410,61,3
1411,61,3
1412,61,3
1413,61,3
1414,61,4
1415,61,4
1416,61,4
1417,61,4
1418,61,4
1419,61,4
1420,61,4
1421,61,4
1422,61,4
1423,62,1
1424,62,1
1425,62,1
1426,62,1
1427,62,1
1428,62,1
1429,62,3
1430,62,3
1431,62,3
1432,62,3
1433,62,3
1434,62,3
1435,62,3
1436,62,3
1437,62,4
1438,62,4
1439,62,4
1440,62,4
1441,62,4
1442,62,4
1443,62,4
1444,62,4
1445,62,4
1446,63,1
1447,63,1
1448,63,1
1449,63,1
1450,63,1
1451,63,1
1452,63,2
1453,63,2
1454,63,2
1455,63,2
1456,63,2
1457,63,3
1458,63,3
1459,63,3
1460,63,3
1461,63,3
1462,63,3
1463,63,3
1464,63,4
1465,63,4
1466,63,4
1467,63,4
1468,63,4
1469,63,4
1470,63,4
1471,64,1
1472,64,1
1473,64,1
1474,64,1
1475,64,1
1476,64,1
1477,64,1
1478,64,1
1479,64,3
1480,64,3
1481,64,3
1482,64,3
1483,64,3
1484,64,3
1485,64,3
1486,64,4
1487,64,4
1488,64,4
1489,64,4
1490,64,4
1491,64,4
1492,64,4
1493,65,1
1494,65,1
1495,65,1
1496,65,1
1497,65,1
1498,65,1
1499,65,1
1500,65,1
1501,65,3
1502,65,3
1503,65,3
1504,65,3
1505,65,3
1506,65,3
1507,65,3
1508,65,4
1509,65,4
1510,65,4
1511,65,4
1512,65,4
1513,65,4
1514,65,4
1515,66,1
1516,66,1
1517,66,1
1518,66,1
1519,66,1
1520,66,1
1521,66,2
1522,66,2
1523,66,2
1524,66,2
1525,66,2
1526,66,2
1527,66,3
1528,66,3
1529,66,3
1530,66,3
1531,66,3
1532,66,3
1533,66,3
1534,66,3
1535,66,4
1536,66,4
1537,66,4
1538,66,4
1539,66,4
1540,66,4
1541,66,4
1542,67,1
1543,67,1
1544,67,1
1545,67,1
1546,67,1
1547,67,1
1548,67,3
1549,67,3
1550,67,3
1551,67,3
1552,67,3
1553,67,3
1554,67,3
1555,67,3
1556,67,4
1557,67,4
1558,67,4
1559,67,4
1560,67,4
1561,67,4
1562,67,4
1563,68,1
1564,68,1
1565,68,1
1566,68,1
1567,68,1
1568,68,1
1569,68,3
1570,68,3
1571,68,3
1572,68,3
1573,68,3
1574,68,3
1575,68,3
1576,68,3
1577,68,4
1578,68,4
1579,68,4
1580,68,4
1581,68,4
1582,68,4
1583,68,4
1584,69,1
1585,69,1
1586,69,1
1587,69,1
1588,69,1
1589,69,1
1590,69,2
1591,69,2
1592,69,2
1593,69,2
1594,69,2
1595,69,2
1596,69,3
1597,69,3
1598,69,3
1599,69,3
1600,69,3
1601,69,3
1602,69,3
1603,69,4
1604,69,4
1605,69,4
1606,69,4
1607,69,4
1608,69,4
1609,70,1
1610,70,1
1611,70,1
1612,70,1
1613,70,1
1614,70,1
1615,70,3
1616,70,3
1617,70,3
1618,70,3
1619,70,3
1620,70,3
1621,70,3
1622,70,4
1623,70,4
1624,70,4
1625,70,4
1626,70,4
1627,70,4
1628,71,1
1629,71,1
1630,71,1
1631,71,1
1632,71,1
1633,71,1
1634,71,1
1635,71,1
1636,71,1
1637,71,3
1638,71,3
1639,71,3
1640,71,3
1641,71,3
1642,71,3
1643,71,3
1644,71,4
1645,71,4
1646,71,4
1647,71,4
1648,71,4
1649,71,4
1650,72,1
1651,72,1
1652,72,1
1653,72,1
1654,72,1
1655,72,1
1656,72,2
1657,72,2
1658,72,2
1659,72,2
1660,72,2
1661,72,2
1662,72,3
1663,72,3
1664,72,3
1665,72,3
1666,72,3
1667,72,3
1668,72,3
1669,72,3
1670,72,4
1671,72,4
1672,72,4
1673,72,4
1674,72,4
1675,72,4
1676,72,4
1677,72,4
1678,72,4
1679,73,1
1680,73,1
1681,73,1
1682,73,1
1683,73,1
1684,73,1
1685,73,3
1686,73,3
1687,73,3
1688,73,3
1689,73,3
1690,73,3
1691,73,3
1692,73,3
1693,73,4
1694,73,4
1695,73,4
1696,73,4
1697,73,4
1698,73,4
1699,73,4
1700,73,4
1701,73,4
1702,74,1
1703,74,1
1704,74,1
1705,74,1
1706,74,1
1707,74,1
1708,74,2
1709,74,2
1710,74,2
1711,74,2
1712,74,2
1713,74,2
1714,74,3
1715,74,3
1716,74,3
1717,74,3
1718,74,3
1719,74,3
1720,74,3
1721,74,3
1722,74,4
1723,74,4
1724,74,4
1725,74,4
1726,74,4
1727,74,4
1728,75,1
1729,75,1
1730,75,1
1731,75,1
1732,75,1
1733,75,1
1734,75,3
1735,75,3
1736,75,3
1737,75,3
1738,75,3
1739,75,3
1740,75,3
1741,75,3
1742,75,4
1743,75,4
1744,75,4
1745,75,4
1746,75,4
1747,75,4
1748,76,1
1749,76,1
1750,76,1
1751,76,1
1752,76,1
1753,76,1
1754,76,3
1755,76,3
1756,76,3
1757,76,3
1758,76,3
1759,76,3
1760,76,3
1761,76,3
1762,76,4
1763,76,4
1764,76,4
1765,76,4
1766,76,4
1767,76,4
1768,77,1
1769,77,1
1770,77,1
1771,77,1
1772,77,1
1773,77,1
1774,77,1
1775,77,1
1776,77,1
1777,77,1
1778,77,2
1779,77,2
1780,77,2
1781,77,2
1782,77,2
1783,77,2
1784,77,3
1785,77,3
1786,77,3
1787,77,3
1788,77,3
1789,77,3
1790,77,3
1791,77,4
1792,77,4
1793,77,4
1794,77,4
1795,77,4
1796,77,4
1797,78,1
1798,78,1
1799,78,1
1800,78,1
1801,78,1
1802,78,1
1803,78,1
1804,78,1
1805,78,1
1806,78,1
1807,78,3
1808,78,3
1809,78,3
1810,78,3
1811,78,3
1812,78,3
1813,78,3
1814,78,4
1815,78,4
1816,78,4
1817,78,4
1818,78,4
1819,78,4
1820,79,1
1821,79,1
1822,79,1
1823,79,1
1824,79,1
1825,79,1
1826,79,1
1827,79,1
1828,79,2
1829,79,2
1830,79,2
1831,79,2
1832,79,2
1833,79,3
1834,79,3
1835,79,3
1836,79,3
1837,79,3
1838,79,3
1839,79,3
1840,79,4
1841,79,4
1842,79,4
1843,79,4
1844,79,4
1845,79,4
1846,79,4
1847,79,4
1848,79,4
1849,80,1
1850,80,1
1851,80,1
1852,80,1
1853,80,1
1854,80,1
1855,80,1
1856,80,1
1857,80,3
1858,80,3
1859,80,3
1860,80,3
1861,80,3
1862,80,3
1863,80,3
1864,80,3
1865,80,4
1866,80,4
1867,80,4
1868,80,4
1869,80,4
1870,80,4
1871,80,4
1872,80,4
1873,80,4
1874,81,1
1875,81,1
1876,81,1
1877,81,1
1878,81,1
1879,81,1
1880,81,1
1881,81,1
1882,81,3
1883,81,3
1884,81,3
1885,81,3
1886,81,3
1887,81,3
1888,81,3
1889,81,4
1890,81,4
1891,81,4
1892,81,4
1893,81,4
1894,81,4
1895,82,1
1896,82,1
1897,82,1
1898,82,1
1899,82,1
1900,82,1
1901,82,1
1902,82,1
1903,82,1
1904,82,1
1905,82,3
1906,82,3
1907,82,3
1908,82,3
1909,82,3
1910,82,3
1911,82,3
1912,82,4
1913,82,4
1914,82,4
1915,82,4
1916,82,4
1917,82,4
1918,83,1
1919,83,1
1920,83,1
1921,83,1
1922,83,1
1923,83,1
1924,83,1
1925,83,1
1926,83,2
1927,83,2
1928,83,2
1929,83,2
1930,83,2
1931,83,2
1932,83,2
1933,83,3
1934,83,3
1935,83,3
1936,83,3
1937,83,3
1938,83,3
1939,83,3
1940,83,4
1941,83,4
1942,83,4
1943,83,4
1944,83,4
1945,83,4
1946,83,4
1947,83,4
1948,84,1
1949,84,1
1950,84,1
1951,84,1
1952,84,1
1953,84,1
1954,84,2
1955,84,2
1956,84,2
1957,84,2
1958,84,2
1959,84,3
1960,84,3
1961,84,3
1962,84,3
1963,84,3
1964,84,4
1965,84,4
1966,84,4
1967,84,4
1968,84,4
1969,84,4
1970,84,4
1971,85,1
1972,85,1
1973,85,1
1974,85,1
1975,85,1
1976,85,1
1977,85,3
1978,85,3
1979,85,3
1980,85,3
1981,85,3
1982,85,3
1983,85,4
1984,85,4
1985,85,4
1986,85,4
1987,85,4
1988,85,4
1989,85,4
1990,86,1
1991,86,1
1992,86,1
1993,86,1
1994,86,1
1995,86,1
1996,86,2
1997,86,2
1998,86,2
1999,86,2
2000,86,2
2001,86,2
2002,86,3
2003,86,3
2004,86,3
2005,86,3
2006,86,3
2007,86,3
2008,86,3
2009,86,4
2010,86,4
2011,86,4
2012,86,4
2013,86,4
2014,86,4
2015,86,4
2016,86,4
2017,86,4
2018,87,1
2019,87,1
2020,87,1
2021,87,1
2022,87,1
2023,87,1
2024,87,1
2025,87,1
2026,87,3
2027,87,3
2028,87,3
2029,87,3
2030,87,3
2031,87,3
2032,87,3
2033,87,4
2034,87,4
2035,87,4
2036,87,4
2037,87,4
2038,87,4
2039,87,4
2040,87,4
2041,87,4
2042,88,1
2043,88,1
2044,88,1
2045,88,1
2046,88,1
2047,88,1
2048,88,1
2049,88,1
2050,88,2
2051,88,2
2052,88,2
2053,88,2
2054,88,2
2055,88,3
2056,88,3
2057,88,3
2058,88,3
2059,88,3
2060,88,3
2061,88,3
2062,88,3
2063,88,4
2064,88,4
2065,88,4
2066,88,4
2067,88,4
2068,88,4
2069,89,1
2070,89,1
2071,89,1
2072,89,1
2073,89,1
2074,89,1
2075,89,1
2076,89,1
2077,89,3
2078,89,3
2079,89,3
2080,89,3
2081,89,3
2082,89,3
2083,89,3
2084,89,3
2085,89,4
2086,89,4
2087,89,4
2088,89,4
2089,89,4
2090,89,4
2091,90,1
2092,90,1
2093,90,1
2094,90,1
2095,90,1
2096,90,1
2097,90,1
2098,90,1
2099,90,2
2100,90,2
2101,90,2
2102,90,2
2103,90,2
2104,90,2
2105,90,3
2106,90,3
2107,90,3
2108,90,3
2109,90,3
2110,90,3
2111,90,3
2112,90,4
2113,90,4
2114,90,4
2115,90,4
2116,90,4
2117,90,4
2118,90,4
2119,90,4
2120,90,4
2121,91,1
2122,91,1
2123,91,1
2124,91,1
2125,91,1
2126,91,1
2127,91,1
2128,91,1
2129,91,1
2130,91,3
2131,91,3
2132,91,3
2133,91,3
2134,91,3
2135,91,3
2136,91,3
2137,91,4
2138,91,4
2139,91,4
