pokemon_id,type_id,slot,first_generation_id,last_generation_id
275,17,2,3,
276,1,1,3,
276,3,2,3,
277,1,1,3,
277,3,2,3,
278,11,1,3,
278,3,2,3,
279,11,1,3,
279,3,2,3,
280,14,1,3,
280,18,2,6,
281,14,1,3,
281,18,2,6,
282,14,1,3,
282,18,2,6,
283,7,1,3,
283,11,2,3,
284,7,1,3,
284,3,2,3,
285,12,1,3,
286,12,1,3,
286,2,2,3,
287,1,1,3,
288,1,1,3,
289,1,1,3,
290,7,1,3,
290,5,2,3,
291,7,1,3,
291,3,2,3,
292,7,1,3,
292,8,2,3,
293,1,1,3,
294,1,1,3,
295,1,1,3,
296,2,1,3,
297,2,1,3,
298,1,1,3,
298,18,2,6,
299,6,1,3,
300,1,1,3,
301,1,1,3,
302,17,1,3,
302,8,2,3,
303,9,1,3,
303,18,2,6,
304,9,1,3,
304,6,2,3,
305,9,1,3,
305,6,2,3,
306,9,1,3,
306,6,2,3,
307,2,1,3,
307,14,2,3,
308,2,1,3,
308,14,2,3,
309,13,1,3,
310,13,1,3,
311,13,1,3,
312,13,1,3,
313,7,1,3,
314,7,1,3,
315,12,1,3,
315,4,2,3,
316,4,1,3,
317,4,1,3,
318,11,1,3,
318,17,2,3,
319,11,1,3,
319,17,2,3,
320,11,1,3,
321,11,1,3,
322,10,1,3,
322,5,2,3,
323,10,1,3,
323,5,2,3,
324,10,1,3,
325,14,1,3,
326,14,1,3,
327,1,1,3,
328,5,1,3,
329,5,1,3,
329,16,2,3,
330,5,1,3,
330,16,2,3,
331,12,1,3,
332,12,1,3,
332,17,2,3,
333,1,1,3,
333,3,2,3,
334,16,1,3,
334,3,2,3,
335,1,1,3,
336,4,1,3,
337,6,1,3,
337,14,2,3,
338,6,1,3,
338,14,2,3,
339,11,1,3,
339,5,2,3,
340,11,1,3,
340,5,2,3,
341,11,1,3,
342,11,1,3,
342,17,2,3,
343,5,1,3,
343,14,2,3,
344,5,1,3,
344,14,2,3,
345,6,1,3,
345,12,2,3,
346,6,1,3,
346,12,2,3,
347,6,1,3,
347,7,2,3,
348,6,1,3,
348,7,2,3,
349,11,1,3,
350,11,1,3,
351,1,1,3,
352,1,1,3,
353,8,1,3,
354,8,1,3,
355,8,1,3,
356,8,1,3,
357,12,1,3,
357,3,2,3,
358,14,1,3,
359,17,1,3,
360,14,1,3,
361,15,1,3,
362,15,1,3,
363,15,1,3,
363,11,2,3,
364,15,1,3,
364,11,2,3,
365,15,1,3,
365,11,2,3,
366,11,1,3,
367,11,1,3,
368,11,1,3,
369,11,1,3,
369,6,2,3,
370,11,1,3,
371,16,1,3,
372,16,1,3,
373,16,1,3,
373,3,2,3,
374,9,1,3,
374,14,2,3,
375,9,1,3,
375,14,2,3,
376,9,1,3,
376,14,2,3,
377,6,1,3,
378,15,1,3,
379,9,1,3,
380,16,1,3,
380,14,2,3,
381,16,1,3,
381,14,2,3,
382,11,1,3,
383,5,1,3,
384,16,1,3,
384,3,2,3,
385,9,1,3,
385,14,2,3,
386,14,1,3,
387,12,1,4,
388,12,1,4,
389,12,1,4,
389,5,2,4,
390,10,1,4,
391,10,1,4,
391,2,2,4,
392,10,1,4,
392,2,2,4,
393,11,1,4,
394,11,1,4,
395,11,1,4,
395,9,2,4,
396,1,1,4,
396,3,2,4,
397,1,1,4,
397,3,2,4,
398,1,1,4,
398,3,2,4,
399,1,1,4,
400,1,1,4,
400,11,2,4,
401,7,1,4,
402,7,1,4,
403,13,1,4,
404,13,1,4,
405,13,1,4,
406,12,1,4,
406,4,2,4,
407,12,1,4,
407,4,2,4,
408,6,1,4,
409,6,1,4,
410,6,1,4,
410,9,2,4,
411,6,1,4,
411,9,2,4,
412,7,1,4,
413,7,1,4,
413,12,2,4,
414,7,1,4,
414,3,2,4,
415,7,1,4,
415,3,2,4,
416,7,1,4,
416,3,2,4,
417,13,1,4,
418,11,1,4,
419,11,1,4,
420,12,1,4,
421,12,1,4,
422,11,1,4,
423,11,1,4,
423,5,2,4,
424,1,1,4,
425,8,1,4,
425,3,2,4,
426,8,1,4,
426,3,2,4,
427,1,1,4,
428,1,1,4,
429,8,1,4,
430,17,1,4,
430,3,2,4,
431,1,1,4,
432,1,1,4,
433,14,1,4,
434,4,1,4,
434,17,2,4,
435,4,1,4,
435,17,2,4,
436,9,1,4,
436,14,2,4,
437,9,1,4,
437,14,2,4,
438,6,1,4,
439,14,1,4,
439,18,2,6,
440,1,1,4,
441,1,1,4,
441,3,2,4,
442,8,1,4,
442,17,2,4,
443,16,1,4,
443,5,2,4,
444,16,1,4,
444,5,2,4,
445,16,1,4,
445,5,2,4,
446,1,1,4,
447,2,1,4,
448,2,1,4,
448,9,2,4,
449,5,1,4,
450,5,1,4,
451,4,1,4,
451,7,2,4,
452,4,1,4,
452,17,2,4,
453,4,1,4,
453,2,2,4,
454,4,1,4,
454,2,2,4,
455,12,1,4,
456,11,1,4,
457,11,1,4,
458,11,1,4,
458,3,2,4,
459,12,1,4,
459,15,2,4,
460,12,1,4,
460,15,2,4,
461,17,1,4,
461,15,2,4,
462,13,1,4,
462,9,2,4,
463,1,1,4,
464,5,1,4,
464,6,2,4,
465,12,1,4,
466,13,1,4,
467,10,1,4,
468,1,1,4,5
468,18,1,6,
468,3,2,4,
469,7,1,4,
469,3,2,4,
470,12,1,4,
471,15,1,4,
472,5,1,4,
472,3,2,4,
473,15,1,4,
473,5,2,4,
474,1,1,4,
475,14,1,4,
475,2,2,4,
476,6,1,4,
476,9,2,4,
477,8,1,4,
478,15,1,4,
478,8,2,4,
479,13,1,4,
479,8,2,4,
480,14,1,4,
481,14,1,4,
482,14,1,4,
483,9,1,4,
483,16,2,4,
484,11,1,4,
484,16,2,4,
485,10,1,4,
485,9,2,4,
486,1,1,4,
487,8,1,4,
487,16,2,4,
488,14,1,4,
489,11,1,4,
490,11,1,4,
491,17,1,4,
492,12,1,4,
493,1,1,4,
494,14,1,5,
494,10,2,5,
495,12,1,5,
496,12,1,5,
497,12,1,5,
498,10,1,5,
499,10,1,5,
499,2,2,5,
500,10,1,5,
500,2,2,5,
501,11,1,5,
502,11,1,5,
503,11,1,5,
504,1,1,5,
505,1,1,5,
506,1,1,5,
507,1,1,5,
508,1,1,5,
509,17,1,5,
510,17,1,5,
511,12,1,5,
512,12,1,5,
513,10,1,5,
514,10,1,5,
515,11,1,5,
516,11,1,5,
517,14,1,5,
518,14,1,5,
519,1,1,5,
519,3,2,5,
520,1,1,5,
520,3,2,5,
521,1,1,5,
521,3,2,5,
522,13,1,5,
523,13,1,5,
524,6,1,5,
525,6,1,5,
526,6,1,5,
527,14,1,5,
527,3,2,5,
528,14,1,5,
528,3,2,5,
529,5,1,5,
530,5,1,5,
530,9,2,5,
531,1,1,5,
532,2,1,5,
533,2,1,5,
534,2,1,5,
535,11,1,5,
536,11,1,5,
536,5,2,5,
537,11,1,5,
537,5,2,5,
538,2,1,5,
539,2,1,5,
540,7,1,5,
540,12,2,5,
541,7,1,5,
541,12,2,5,
542,7,1,5,
542,12,2,5,
543,7,1,5,
543,4,2,5,
544,7,1,5,
544,4,2,5,
545,7,1,5,
545,4,2,5,
546,12,1,5,
546,18,2,6,
547,12,1,5,
547,18,2,6,
548,12,1,5,
549,12,1,5,
550,11,1,5,
551,5,1,5,
551,17,2,5,
552,5,1,5,
552,17,2,5,
553,5,1,5,
553,17,2,5,
554,10,1,5,
555,10,1,5,
556,12,1,5,
557,7,1,5,
557,6,2,5,
558,7,1,5,
558,6,2,5,
559,17,1,5,
559,2,2,5,
560,17,1,5,
560,2,2,5,
561,14,1,5,
561,3,2,5,
562,8,1,5,
563,8,1,5,
564,11,1,5,
564,6,2,5,
565,11,1,5,
565,6,2,5,
566,6,1,5,
566,3,2,5,
567,6,1,5,
567,3,2,5,
568,4,1,5,
569,4,1,5,
570,17,1,5,
571,17,1,5,
572,1,1,5,
573,1,1,5,
574,14,1,5,
575,14,1,5,
576,14,1,5,
577,14,1,5,
578,14,1,5,
579,14,1,5,
580,11,1,5,
580,3,2,5,
581,11,1,5,
581,3,2,5,
582,15,1,5,
583,15,1,5,
584,15,1,5,
585,1,1,5,
585,12,2,5,
586,1,1,5,
586,12,2,5,
587,13,1,5,
587,3,2,5,
588,7,1,5,
589,7,1,5,
589,9,2,5,
590,12,1,5,
590,4,2,5,
591,12,1,5,
591,4,2,5,
592,11,1,5,
592,8,2,5,
593,11,1,5,
593,8,2,5,
594,11,1,5,
595,7,1,5,
595,13,2,5,
596,7,1,5,
596,13,2,5,
597,12,1,5,
597,9,2,5,
598,12,1,5,
598,9,2,5,
599,9,1,5,
600,9,1,5,
601,9,1,5,
602,13,1,5,
603,13,1,5,
604,13,1,5,
605,14,1,5,
606,14,1,5,
607,8,1,5,
607,10,2,5,
608,8,1,5,
608,10,2,5,
609,8,1,5,
609,10,2,5,
610,16,1,5,
611,16,1,5,
612,16,1,5,
613,15,1,5,
614,15,1,5,
615,15,1,5,
616,7,1,5,
617,7,1,5,
618,5,1,5,
618,13,2,5,
619,2,1,5,
620,2,1,5,
621,16,1,5,
622,5,1,5,
622,8,2,5,
623,5,1,5,
623,8,2,5,
624,17,1,5,
624,9,2,5,
625,17,1,5,
625,9,2,5,
626,1,1,5,
627,1,1,5,
627,3,2,5,
628,1,1,5,
628,3,2,5,
629,17,1,5,
629,3,2,5,
630,17,1,5,
630,3,2,5,
631,10,1,5,
632,7,1,5,
632,9,2,5,
633,17,1,5,
633,16,2,5,
634,17,1,5,
634,16,2,5,
635,17,1,5,
635,16,2,5,
636,7,1,5,
636,10,2,5,
637,7,1,5,
637,10,2,5,
638,9,1,5,
638,2,2,5,
639,6,1,5,
639,2,2,5,
640,12,1,5,
640,2,2,5,
641,3,1,5,
642,13,1,5,
642,3,2,5,
643,16,1,5,
643,10,2,5,
644,16,1,5,
644,13,2,5,
645,5,1,5,
645,3,2,5,
646,16,1,5,
646,15,2,5,
647,11,1,5,
647,2,2,5,
648,1,1,5,
648,14,2,5,
649,7,1,5,
649,9,2,5,
650,12,1,6,
651,12,1,6,
652,12,1,6,
652,2,2,6,
653,10,1,6,
654,10,1,6,
655,10,1,6,
655,14,2,6,
656,11,1,6,
657,11,1,6,
658,11,1,6,
658,17,2,6,
659,1,1,6,
660,1,1,6,
660,5,2,6,
661,1,1,6,
661,3,2,6,
662,10,1,6,
662,3,2,6,
663,10,1,6,
663,3,2,6,
664,7,1,6,
665,7,1,6,
666,7,1,6,
666,3,2,6,
667,10,1,6,
667,1,2,6,
668,10,1,6,
668,1,2,6,
669,18,1,6,
670,18,1,6,
671,18,1,6,
672,12,1,6,
673,12,1,6,
674,2,1,6,
675,2,1,6,
675,17,2,6,
676,1,1,6,
677,14,1,6,
678,14,1,6,
679,9,1,6,
679,8,2,6,
680,9,1,6,
680,8,2,6,
681,9,1,6,
681,8,2,6,
682,18,1,6,
683,18,1,6,
684,18,1,6,
685,18,1,6,
686,17,1,6,
686,14,2,6,
687,17,1,6,
687,14,2,6,
688,6,1,6,
688,11,2,6,
689,6,1,6,
689,11,2,6,
690,4,1,6,
690,11,2,6,
691,4,1,6,
691,16,2,6,
692,11,1,6,
693,11,1,6,
694,13,1,6,
694,1,2,6,
695,13,1,6,
695,1,2,6,
696,6,1,6,
696,16,2,6,
697,6,1,6,
697,16,2,6,
698,6,1,6,
698,15,2,6,
699,6,1,6,
699,15,2,6,
700,18,1,6,
701,2,1,6,
701,3,2,6,
702,13,1,6,
702,18,2,6,
703,6,1,6,
703,18,2,6,
704,16,1,6,
705,16,1,6,
706,16,1,6,
707,9,1,6,
707,18,2,6,
708,8,1,6,
708,12,2,6,
709,8,1,6,
709,12,2,6,
710,8,1,6,
710,12,2,6,
711,8,1,6,
711,12,2,6,
712,15,1,6,
713,15,1,6,
714,3,1,6,
714,16,2,6,
715,3,1,6,
715,16,2,6,
716,18,1,6,
717,17,1,6,
717,3,2,6,
718,16,1,6,
718,5,2,6,
719,6,1,6,
719,18,2,6,
720,14,1,6,
720,8,2,6,
721,10,1,6,
721,11,2,6,
722,12,1,7,
722,3,2,7,
723,12,1,7,
723,3,2,7,
724,12,1,7,
724,8,2,7,
725,10,1,7,
726,10,1,7,
727,10,1,7,
727,17,2,7,
728,11,1,7,
729,11,1,7,
730,11,1,7,
730,18,2,7,
731,1,1,7,
731,3,2,7,
732,1,1,7,
732,3,2,7,
733,1,1,7,
733,3,2,7,
734,1,1,7,
735,1,1,7,
736,7,1,7,
737,7,1,7,
737,13,2,7,
738,7,1,7,
738,13,2,7,
739,2,1,7,
740,2,1,7,
740,15,2,7,
741,10,1,7,
741,3,2,7,
742,7,1,7,
742,18,2,7,
743,7,1,7,
743,18,2,7,
744,6,1,7,
745,6,1,7,
746,11,1,7,
747,4,1,7,
747,11,2,7,
748,4,1,7,
748,11,2,7,
749,5,1,7,
750,5,1,7,
751,11,1,7,
751,7,2,7,
752,11,1,7,
752,7,2,7,
753,12,1,7,
754,12,1,7,
755,12,1,7,
755,18,2,7,
756,12,1,7,
756,18,2,7,
757,4,1,7,
757,10,2,7,
758,4,1,7,
758,10,2,7,
759,1,1,7,
759,2,2,7,
760,1,1,7,
760,2,2,7,
761,12,1,7,
762,12,1,7,
763,12,1,7,
764,18,1,7,
765,1,1,7,
765,14,2,7,
766,2,1,7,
767,7,1,7,
767,11,2,7,
768,7,1,7,
768,11,2,7,
769,8,1,7,
769,5,2,7,
770,8,1,7,
770,5,2,7,
771,11,1,7,
772,1,1,7,
773,1,1,7,
774,6,1,7,
774,3,2,7,
775,1,1,7,
776,10,1,7,
776,16,2,7,
777,13,1,7,
777,9,2,7,
778,8,1,7,
778,18,2,7,
779,11,1,7,
779,14,2,7,
780,1,1,7,
780,16,2,7,
781,8,1,7,
781,12,2,7,
782,16,1,7,
783,16,1,7,
783,2,2,7,
784,16,1,7,
784,2,2,7,
785,13,1,7,
785,18,2,7,
786,14,1,7,
786,18,2,7,
787,12,1,7,
787,18,2,7,
788,11,1,7,
788,18,2,7,
789,14,1,7,
790,14,1,7,
791,14,1,7,
791,9,2,7,
792,14,1,7,
792,8,2,7,
793,6,1,7,
793,4,2,7,
794,7,1,7,
794,2,2,7,
795,7,1,7,
795,2,2,7,
796,13,1,7,
797,9,1,7,
797,3,2,7,
798,12,1,7,
798,9,2,7,
799,17,1,7,
799,16,2,7,
800,14,1,7,
801,9,1,7,
801,18,2,7,
802,2,1,7,
802,8,2,7,
10001,14,1,3,
10002,14,1,3,
10003,14,1,3,
10004,7,1,4,
10004,5,2,4,
10005,7,1,4,
10005,9,2,4,
10006,12,1,4,
10006,3,2,4,
10007,8,1,4,
10007,16,2,4,
10008,13,1,4,
10008,10,2,4,
10009,13,1,4,
10009,11,2,4,
10010,13,1,4,
10010,15,2,4,
10011,13,1,4,
10011,3,2,4,
10012,13,1,4,
10012,12,2,4,
10013,10,1,3,
10014,11,1,3,
10015,15,1,3,
10016,11,1,5,
10017,10,1,5,
10017,14,2,5,
10018,1,1,5,
10018,2,2,5,
10019,3,1,5,
10020,13,1,5,
10020,3,2,5,
10021,5,1,5,
10021,3,2,5,
10022,16,1,5,
10022,15,2,5,
10023,16,1,5,
10023,15,2,5,
10024,11,1,5,
10024,2,2,5,
10025,14,1,6,
10026,9,1,6,
10026,8,2,6,
10027,8,1,6,
10027,12,2,6,
10028,8,1,6,
10028,12,2,6,
10029,8,1,6,
10029,12,2,6,
10030,8,1,6,
10030,12,2,6,
10031,8,1,6,
10031,12,2,6,
10032,8,1,6,
10032,12,2,6,
10033,12,1,1,
10033,4,2,1,
10034,10,1,1,
10034,16,2,1,
10035,10,1,1,
10035,3,2,1,
10036,11,1,1,
10037,14,1,1,
10038,8,1,1,
10038,4,2,1,
10039,1,1,1,
10040,7,1,1,
10040,3,2,1,
10041,11,1,1,
10041,17,2,1,
10042,6,1,1,
10042,3,2,1,
10043,14,1,1,
10043,2,2,1,
10044,14,1,1,
10045,13,1,2,
10045,16,2,2,
10046,7,1,2,
10046,9,2,2,
10047,7,1,2,
10047,2,2,2,
10048,17,1,2,
10048,10,2,2,
10049,6,1,2,
10049,17,2,2,
10050,10,1,3,
10050,2,2,3,
10051,14,1,3,
10051,18,2,3,
10052,9,1,3,
10052,18,2,3,
10053,9,1,3,
10054,2,1,3,
10054,14,2,3,
10055,13,1,3,
10056,8,1,3,
10057,17,1,3,
10058,16,1,4,
10058,5,2,4,
10059,2,1,4,
10059,9,2,4,
10060,12,1,4,
10060,15,2,4,
10061,18,1,6,
10062,16,1,3,
10062,14,2,3,
10063,16,1,3,
10063,14,2,3,
10064,11,1,3,
10064,5,2,3,
10065,12,1,3,
10065,16,2,3,
10066,17,1,3,
10066,8,2,3,
10067,16,1,3,
10067,18,2,3,
10068,14,1,4,
10068,2,2,4,
10069,1,1,5,
10069,18,2,5,
10070,11,1,3,
10070,17,2,3,
10071,11,1,1,
10071,14,2,1,
10072,9,1,2,
10072,5,2,2,
10073,1,1,1,
10073,3,2,1,
10074,15,1,3,
10075,6,1,6,
10075,18,2,6,
10076,9,1,3,
10076,14,2,3,
10077,11,1,3,
10078,5,1,3,
10078,10,2,3,
10079,16,1,3,
10079,3,2,3,
10080,13,1,1,
10081,13,1,1,
10082,13,1,1,
10083,13,1,1,
10084,13,1,1,
10085,13,1,1,
10086,14,1,6,
10086,17,2,6,
10087,10,1,3,
10087,5,2,3,
10088,1,1,4,
10088,2,2,4,
10089,16,1,3,
10089,3,2,3,
10090,7,1,1,
10090,4,2,1,
10091,17,1,1,
10091,1,2,1,
10092,17,1,1,
10092,1,2,1,
10093,17,1,1,
10093,1,2,1,
10094,13,1,1,
10095,13,1,1,
10096,13,1,1,
10097,13,1,1,
10098,13,1,1,
10099,13,1,1,
10100,13,1,1,
10100,14,2,1,
10101,15,1,1,
10101,9,2,1,
10102,15,1,1,
10102,9,2,1,
10103,15,1,1,
10104,15,1,1,
10104,18,2,1,
10105,5,1,1,
10105,9,2,1,
10106,5,1,1,
10106,9,2,1,
10107,17,1,1,
10108,17,1,1,
10109,6,1,1,
10109,13,2,1,
10110,6,1,1,
10110,13,2,1,
10111,6,1,1,
10111,13,2,1,
10112,4,1,1,
10112,17,2,1,
10113,4,1,1,
10113,17,2,1,
10114,12,1,1,
10114,16,2,1,
10115,10,1,1,
10115,8,2,1,
10116,11,1,6,
10116,17,2,6,
10117,11,1,6,
10117,17,2,6,
10118,16,1,6,
10118,5,2,6,
10119,16,1,6,
10119,5,2,6,
10120,16,1,6,
10120,5,2,6,
10121,1,1,7,
10122,7,1,7,
10122,13,2,7,
10123,13,1,7,
10123,3,2,7,
10124,14,1,7,
10124,3,2,7,
10125,8,1,7,
10125,3,2,7,
10126,6,1,7,
10127,11,1,7,
10128,12,1,7,
10129,4,1,7,
10129,10,2,7,
10130,6,1,7,
10130,3,2,7,
10131,6,1,7,
10131,3,2,7,
10132,6,1,7,
10132,3,2,7,
10133,6,1,7,
10133,3,2,7,
10134,6,1,7,
10134,3,2,7,
10135,6,1,7,
10135,3,2,7,
10136,6,1,7,
10136,3,2,7,
10137,6,1,7,
10137,3,2,7,
10138,6,1,7,
10138,3,2,7,
10139,6,1,7,
10139,3,2,7,
10140,6,1,7,
10140,3,2,7,
10141,6,1,7,
10141,3,2,7,
10142,6,1,7,
10142,3,2,7,
10143,8,1,7,
10143,18,2,7,
10144,8,1,7,
10144,18,2,7,
10145,8,1,7,
10145,18,2,7,
10146,16,1,7,
10146,2,2,7,
10147,9,1,7,
10147,18,2,7,
