moveset_id,move_id,level,order
31,74,38,
31,75,22,
31,76,56,
31,77,15,
31,79,15,4
31,230,29,
31,235,47,
32,22,9,
32,33,1,1
32,36,15,
32,38,31,
32,45,1,2
32,45,3,
32,73,1,3
32,73,7,
32,74,28,
32,75,20,
32,76,44,
32,77,13,1
32,79,13,2
32,230,23,
32,235,39,
32,388,36,
33,22,9,
33,33,1,1
33,36,15,
33,38,31,
33,45,1,2
33,45,3,
33,73,1,3
33,73,7,
33,74,28,
33,75,20,
33,76,44,
33,77,13,1
33,79,13,2
33,230,23,
33,235,39,
33,388,36,
34,22,9,
34,33,1,1
34,36,15,
34,38,31,
34,45,1,2
34,45,3,
34,73,1,3
34,73,7,
34,74,28,
34,75,20,
34,76,44,
34,77,13,1
34,79,13,2
34,230,23,
34,235,39,
34,388,36,
35,34,0,
35,38,0,
35,102,0,
35,164,0,
36,14,0,
36,111,0,
36,173,0,
36,189,0,
36,203,0,
36,207,0,
36,210,0,
36,214,0,
37,207,0,
38,14,0,
39,173,0,
39,189,0,
39,210,0,
39,235,0,
39,282,0,
39,402,0,
40,29,0,
40,81,0,
40,388,0,
41,520,0,
42,20,0,
42,173,0,
42,202,0,
42,214,0,
42,235,0,
42,282,0,
42,388,0,
42,402,0,
43,520,0,
44,14,0,
44,15,0,
44,34,0,
44,36,0,
44,38,0,
44,72,0,
44,76,0,
44,92,0,
44,99,0,
44,102,0,
44,104,0,
44,115,0,
44,117,0,
44,156,0,
44,164,0,
45,15,0,
45,29,0,
45,76,0,
45,92,0,
45,104,0,
45,111,0,
45,148,0,
45,156,0,
45,173,0,
45,174,0,
45,182,0,
45,189,0,
45,202,0,
45,203,0,
45,207,0,
45,210,0,
45,213,0,
45,214,0,
45,216,0,
45,218,0,
45,230,0,
45,237,0,
45,241,0,
46,15,0,
46,70,0,
46,76,0,
46,92,0,
46,104,0,
46,148,0,
46,156,0,
46,182,0,
46,188,0,
46,202,0,
46,213,0,
46,216,0,
46,218,0,
46,237,0,
46,241,0,
46,249,0,
46,263,0,
46,290,0,
46,331,0,
47,14,0,
47,164,0,
47,203,0,
47,207,0,
47,214,0,
47,363,0,
47,412,0,
47,445,0,
47,447,0,
48,14,0,
48,15,0,
48,70,0,
48,76,0,
48,92,0,
48,104,0,
48,113,0,
48,148,0,
48,156,0,
48,164,0,
48,182,0,
48,188,0,
48,207,0,
48,213,0,
48,216,0,
48,218,0,
48,219,0,
48,237,0,
48,241,0,
48,249,0,
48,263,0,
48,412,0,
48,447,0,
48,474,0,
48,496,0,
48,497,0,
49,214,0,
49,267,0,
49,590,0,
50,22,1,4
50,22,13,
50,33,1,1
50,45,1,2
50,73,1,3
50,73,7,
50,74,43,
50,75,30,
50,76,65,
50,77,22,
50,79,55,
51,22,1,4
51,22,10,
51,33,1,1
51,45,1,2
51,45,4,
51,73,1,3
51,73,7,
51,74,41,
51,75,22,
51,76,65,
51,77,15,
51,79,15,5
51,230,29,
51,235,53,
52,22,1,4
52,22,10,
52,33,1,1
52,45,1,2
52,45,4,
52,73,1,3
52,73,7,
52,74,41,
52,75,22,
52,76,65,
52,77,15,
52,79,15,5
52,230,29,
52,235,53,
53,22,1,4
53,22,9,
53,33,1,1
53,36,15,
53,38,31,
53,45,1,2
53,45,3,
53,73,1,3
53,73,7,
53,74,28,
53,75,20,
53,76,53,
53,77,13,1
53,79,13,2
53,80,32,
53,230,23,
53,235,45,
53,388,39,
54,22,1,4
54,22,9,
54,33,1,1
54,36,15,
54,38,31,
54,45,1,2
54,45,3,
54,73,1,3
54,73,7,
54,74,28,
54,75,20,
54,76,53,
54,77,13,1
54,79,13,2
54,80,32,
54,230,23,
54,235,45,
54,388,39,
55,22,1,4
55,22,9,
55,33,1,1
55,36,15,
55,38,31,
55,45,1,2
55,45,3,
55,73,1,3
55,73,7,
55,74,28,
55,75,20,
55,76,53,
55,77,13,1
55,79,13,2
55,80,32,
55,230,23,
55,235,45,
55,388,39,
55,572,50,
56,34,0,
56,38,0,
56,102,0,
56,164,0,
57,14,0,
57,111,0,
57,173,0,
57,189,0,
57,203,0,
57,207,0,
57,210,0,
57,214,0,
58,207,0,
59,14,0,
59,338,0,
60,338,0,
61,173,0,
61,189,0,
61,200,0,
61,210,0,
61,235,0,
61,282,0,
61,402,0,
62,29,0,
62,81,0,
62,335,0,
62,388,0,
63,338,0,
63,520,0,
64,20,0,
64,173,0,
64,200,0,
64,202,0,
64,214,0,
64,235,0,
64,282,0,
64,335,0,
64,388,0,
64,402,0,
65,338,0,
65,520,0,
66,14,0,
66,15,0,
66,34,0,
66,36,0,
66,38,0,
66,63,0,
66,72,0,
66,76,0,
66,92,0,
66,99,0,
66,102,0,
66,104,0,
66,115,0,
66,117,0,
66,156,0,
66,164,0,
67,15,0,
67,29,0,
67,46,0,
67,63,0,
67,76,0,
67,92,0,
67,104,0,
67,111,0,
67,148,0,
67,156,0,
67,173,0,
67,174,0,
67,182,0,
67,189,0,
67,202,0,
67,203,0,
67,207,0,
67,210,0,
67,213,0,
67,214,0,
67,216,0,
67,218,0,
67,230,0,
67,237,0,
67,241,0,
68,15,0,
68,46,0,
68,63,0,
68,70,0,
68,76,0,
68,89,0,
68,92,0,
68,104,0,
68,148,0,
68,156,0,
68,182,0,
68,188,0,
68,202,0,
68,213,0,
68,216,0,
68,218,0,
68,237,0,
68,241,0,
68,249,0,
68,263,0,
68,290,0,
68,331,0,
69,14,0,
69,164,0,
69,203,0,
69,207,0,
69,214,0,
69,363,0,
69,412,0,
69,416,0,
69,431,0,
69,445,0,
69,447,0,
70,14,0,
70,15,0,
70,46,0,
70,63,0,
70,70,0,
70,76,0,
70,89,0,
70,92,0,
70,104,0,
70,113,0,
70,148,0,
70,156,0,
70,164,0,
70,182,0,
70,188,0,
70,207,0,
70,213,0,
70,216,0,
70,218,0,
70,219,0,
70,237,0,
70,241,0,
70,249,0,
70,263,0,
70,412,0,
70,416,0,
70,447,0,
70,474,0,
70,496,0,
70,497,0,
70,523,0,
71,214,0,
71,267,0,
71,590,0,
72,10,1,1
72,43,15,
72,45,1,2
72,52,9,
72,53,38,
72,83,46,
72,99,22,
72,163,30,
73,10,1,1
73,45,1,2
73,52,7,
73,53,31,
73,82,43,
73,83,49,
73,99,19,
73,108,13,
73,163,37,
73,184,25,
74,10,1,1
74,45,1,2
74,52,7,
74,53,31,
74,82,43,
74,83,49,
74,163,37,
74,184,25,
75,99,19,
75,108,13,
76,108,19,
76,232,13,
77,10,1,1
77,45,1,2
77,52,7,
77,53,34,
77,82,16,
77,83,37,
77,108,10,
77,163,28,
77,184,19,
77,424,25,
78,10,1,1
78,45,1,2
78,52,7,
78,53,37,
78,82,16,
78,83,43,
78,108,10,
78,163,34,
78,184,19,
78,424,25,
78,481,28,
78,517,46,
79,10,1,1
79,45,1,2
79,52,7,
79,53,37,
79,82,16,
79,83,43,
79,108,10,
79,163,34,
79,184,19,
79,424,25,
79,481,28,
79,517,46,
80,44,0,
80,157,0,
80,187,0,
80,200,0,
80,246,0,
80,251,0,
81,14,0,
81,44,0,
81,157,0,
81,187,0,
81,200,0,
81,246,0,
81,251,0,
81,349,0,
82,14,0,
82,44,0,
82,157,0,
82,187,0,
82,200,0,
82,232,0,
82,242,0,
82,246,0,
82,251,0,
82,349,0,
82,394,0,
82,407,0,
83,68,0,
84,44,0,
84,68,0,
84,187,0,
84,200,0,
84,232,0,
84,242,0,
84,246,0,
84,251,0,
84,264,0,
84,349,0,
84,394,0,
84,406,0,
84,407,0,
85,44,0,
85,68,0,
85,187,0,
85,200,0,
85,232,0,
85,242,0,
85,246,0,
85,251,0,
85,264,0,
85,314,0,
85,349,0,
85,394,0,
85,406,0,
85,407,0,
86,53,0,
87,34,0,
87,38,0,
87,69,0,
87,102,0,
87,164,0,
88,5,0,
88,7,0,
88,14,0,
88,25,0,
88,68,0,
88,111,0,
88,129,0,
88,157,0,
88,173,0,
88,189,0,
88,203,0,
88,207,0,
88,210,0,
88,214,0,
88,223,0,
89,207,0,
90,5,0,
90,14,0,
90,25,0,
90,68,0,
90,157,0,
91,7,0,
91,9,0,
91,129,0,
91,173,0,
91,189,0,
91,210,0,
91,257,0,
92,29,0,
93,519,0,
94,7,0,
94,9,0,
94,173,0,
94,200,0,
94,214,0,
94,231,0,
94,257,0,
95,519,0,
96,5,0,
96,14,0,
96,15,0,
96,25,0,
96,34,0,
96,36,0,
96,38,0,
96,66,0,
96,68,0,
96,69,0,
96,70,0,
96,82,0,
96,91,0,
96,92,0,
96,99,0,
96,102,0,
96,104,0,
96,115,0,
96,117,0,
96,126,0,
96,129,0,
96,130,0,
96,156,0,
96,164,0,
97,7,0,
97,15,0,
97,29,0,
97,70,0,
97,91,0,
97,92,0,
97,104,0,
97,111,0,
97,126,0,
97,129,0,
97,156,0,
97,173,0,
97,174,0,
97,182,0,
97,189,0,
97,203,0,
97,207,0,
97,210,0,
97,213,0,
97,214,0,
97,216,0,
97,218,0,
97,223,0,
97,225,0,
97,231,0,
97,237,0,
97,241,0,
97,249,0,
98,15,0,
98,53,0,
98,70,0,
98,91,0,
98,92,0,
98,104,0,
98,126,0,
98,156,0,
98,182,0,
98,213,0,
98,216,0,
98,218,0,
98,231,0,
98,237,0,
98,241,0,
98,249,0,
98,263,0,
98,264,0,
98,280,0,
98,290,0,
98,315,0,
98,332,0,
98,337,0,
99,14,0,
99,157,0,
99,164,0,
99,203,0,
99,207,0,
99,214,0,
99,261,0,
99,317,0,
99,363,0,
99,374,0,
99,421,0,
99,445,0,
100,14,0,
100,15,0,
100,53,0,
100,70,0,
100,91,0,
100,92,0,
100,104,0,
100,126,0,
100,156,0,
100,157,0,
100,164,0,
100,182,0,
100,207,0,
100,213,0,
100,216,0,
100,218,0,
100,237,0,
100,241,0,
100,249,0,
100,261,0,
100,263,0,
100,280,0,
100,315,0,
100,317,0,
100,332,0,
100,337,0,
100,374,0,
100,421,0,
100,468,0,
100,488,0,
100,496,0,
100,497,0,
100,510,0,
101,214,0,
101,590,0,
101,612,0,
102,10,1,1
102,43,15,
102,45,1,2
102,52,1,3
102,52,9,
102,53,42,
102,83,56,
102,99,24,
102,163,33,
103,10,1,1
103,45,1,2
103,52,1,3
103,52,7,
103,53,34,
103,82,48,
103,83,55,
103,99,20,
103,108,13,
103,163,41,
103,184,27,
104,10,1,1
104,45,1,2
104,52,1,3
104,52,7,
104,53,34,
104,82,48,
104,83,55,
104,163,41,
104,184,27,
105,99,20,
105,108,13,
106,108,20,
106,232,13,
107,10,1,1
107,45,1,2
107,52,1,3
107,52,7,
107,53,39,
107,82,17,
107,83,43,
107,108,10,
107,163,32,
107,184,21,
107,424,28,
108,10,1,1
108,45,1,2
108,52,1,3
108,52,7,
108,53,43,
108,82,17,
108,83,50,
108,108,10,
108,163,39,
108,184,21,
108,424,28,
108,481,32,
108,517,54,
109,10,1,1
109,45,1,2
109,52,1,3
109,52,7,
109,53,43,
109,82,17,
109,83,50,
109,108,10,
109,163,39,
109,184,21,
109,424,28,
109,481,32,
109,517,54,
110,53,0,
111,34,0,
111,38,0,
111,69,0,
111,102,0,
111,164,0,
112,5,0,
112,7,0,
112,14,0,
112,25,0,
112,68,0,
112,111,0,
112,129,0,
112,157,0,
112,173,0,
112,189,0,
112,203,0,
112,207,0,
112,210,0,
112,214,0,
112,223,0,
113,207,0,
114,5,0,
114,14,0,
114,25,0,
114,68,0,
114,157,0,
115,7,0,
115,9,0,
115,129,0,
115,173,0,
115,189,0,
115,210,0,
115,257,0,
116,29,0,
117,519,0,
118,7,0,
118,9,0,
118,173,0,
118,200,0,
118,214,0,
118,231,0,
118,257,0,
119,519,0,
120,5,0,
120,14,0,
120,15,0,
120,25,0,
120,34,0,
120,36,0,
120,38,0,
120,66,0,
120,68,0,
120,69,0,
120,70,0,
120,82,0,
120,91,0,
120,92,0,
120,99,0,
120,102,0,
120,104,0,
120,115,0,
120,117,0,
120,126,0,
120,129,0,
120,130,0,
120,156,0,
120,164,0,
121,7,0,
121,15,0,
121,29,0,
121,70,0,
121,91,0,
121,92,0,
121,104,0,
121,111,0,
121,126,0,
121,129,0,
121,156,0,
121,173,0,
121,174,0,
121,182,0,
121,189,0,
121,203,0,
121,207,0,
121,210,0,
121,213,0,
121,214,0,
121,216,0,
121,218,0,
121,223,0,
121,225,0,
121,231,0,
121,237,0,
121,241,0,
121,249,0,
122,15,0,
122,53,0,
122,70,0,
122,91,0,
122,92,0,
122,104,0,
122,126,0,
122,156,0,
122,182,0,
122,213,0,
122,216,0,
122,218,0,
122,231,0,
122,237,0,
122,241,0,
122,249,0,
122,263,0,
122,264,0,
122,280,0,
122,290,0,
122,315,0,
122,332,0,
122,337,0,
123,14,0,
123,157,0,
123,164,0,
123,203,0,
123,207,0,
123,214,0,
123,261,0,
123,317,0,
123,363,0,
123,374,0,
123,421,0,
123,445,0,
124,14,0,
124,15,0,
124,53,0,
124,70,0,
124,91,0,
124,92,0,
124,104,0,
124,126,0,
124,156,0,
124,157,0,
124,164,0,
124,182,0,
124,207,0,
124,213,0,
124,216,0,
124,218,0,
124,237,0,
124,241,0,
124,249,0,
124,261,0,
124,263,0,
124,280,0,
124,315,0,
124,317,0,
124,332,0,
124,337,0,
124,374,0,
124,421,0,
124,468,0,
124,488,0,
124,496,0,
124,497,0,
124,510,0,
125,214,0,
125,590,0,
125,612,0,
126,10,1,1
126,43,1,4
126,43,15,
126,45,1,2
126,52,1,3
126,52,9,
126,53,46,
126,83,55,
126,99,24,
126,163,36,
127,10,1,1
127,17,36,
127,45,1,2
127,52,1,3
127,52,7,
127,53,34,
127,82,54,
127,83,64,
127,99,20,
127,108,1,4
127,108,13,
127,163,44,
127,184,27,
128,17,36,
128,52,7,
128,53,34,
128,82,54,
128,83,64,
128,163,44,
128,184,27,
129,10,1,1
129,45,1,2
129,52,1,3
129,99,20,
129,108,1,4
129,108,13,
130,10,1,2
130,45,1,3
130,52,1,4
130,108,20,
130,232,1,5
130,232,13,
130,257,1,1
131,10,1,4
131,17,36,
131,45,1,5
131,52,1,6
131,52,7,
131,53,42,
131,82,17,
131,83,49,
131,108,1,7
131,108,10,
131,163,32,
131,184,21,
131,257,59,
131,337,1,1
131,394,66,
131,403,1,3
131,421,1,2
131,424,28,
132,10,1,4
132,17,36,
132,45,1,5
132,52,1,6
132,52,7,
132,53,47,
132,82,17,
132,83,56,
132,108,1,7
132,108,10,
132,163,41,
132,184,21,
132,257,71,
132,337,1,1
132,394,77,
132,403,1,3
132,421,1,2
132,424,28,
132,481,32,
132,517,62,
133,10,1,6
133,17,36,
133,45,1,7
133,52,1,8
133,52,7,
133,53,47,
133,82,17,
133,83,56,
133,108,1,9
133,108,10,
133,163,41,
133,184,21,
133,257,1,2
133,257,71,
133,337,1,3
133,394,1,1
133,394,77,
133,403,1,5
133,421,1,4
133,424,28,
133,481,32,
133,517,62,
134,53,0,
135,34,0,
135,38,0,
135,69,0,
135,102,0,
135,164,0,
136,5,0,
136,7,0,
136,14,0,
136,25,0,
136,68,0,
136,111,0,
136,129,0,
136,157,0,
136,173,0,
136,189,0,
136,203,0,
136,207,0,
136,210,0,
136,214,0,
136,223,0,
137,207,0,
138,5,0,
138,14,0,
138,25,0,
138,68,0,
138,157,0,
138,307,0,
139,307,0,
140,7,0,
140,9,0,
140,129,0,
140,173,0,
140,189,0,
140,200,0,
140,210,0,
140,239,0,
140,257,0,
140,314,0,
140,466,0,
141,29,0,
141,366,0,
142,307,0,
142,519,0,
143,7,0,
143,9,0,
143,173,0,
143,200,0,
143,214,0,
143,231,0,
143,257,0,
143,355,0,
143,366,0,
143,406,0,
144,307,0,
144,519,0,
145,5,0,
145,14,0,
145,15,0,
145,25,0,
145,34,0,
145,36,0,
145,38,0,
145,63,0,
145,66,0,
145,68,0,
145,69,0,
145,70,0,
145,82,0,
145,89,0,
145,90,0,
145,91,0,
145,92,0,
145,99,0,
145,102,0,
145,104,0,
145,115,0,
145,117,0,
145,126,0,
145,129,0,
145,130,0,
145,156,0,
145,164,0,
146,19,0,
147,7,0,
147,15,0,
147,19,0,
147,29,0,
147,46,0,
147,63,0,
147,70,0,
147,89,0,
147,91,0,
147,92,0,
147,104,0,
147,111,0,
147,126,0,
147,129,0,
147,156,0,
147,173,0,
147,174,0,
147,182,0,
147,189,0,
147,201,0,
147,203,0,
147,207,0,
147,210,0,
147,211,0,
147,213,0,
147,214,0,
147,216,0,
147,218,0,
147,223,0,
147,225,0,
147,231,0,
147,237,0,
147,241,0,
147,249,0,
148,15,0,
148,19,0,
148,46,0,
148,53,0,
148,63,0,
148,70,0,
148,89,0,
148,91,0,
148,92,0,
148,104,0,
148,126,0,
148,156,0,
148,182,0,
148,211,0,
148,213,0,
148,216,0,
148,218,0,
148,231,0,
148,237,0,
148,241,0,
148,249,0,
148,263,0,
148,264,0,
148,280,0,
148,290,0,
148,315,0,
148,332,0,
148,337,0,
149,14,0,
149,76,0,
149,157,0,
149,164,0,
149,203,0,
149,207,0,
149,214,0,
149,261,0,
149,317,0,
149,355,0,
149,363,0,
149,374,0,
149,406,0,
149,411,0,
149,416,0,
149,421,0,
149,432,0,
149,445,0,
150,14,0,
150,76,0,
150,157,0,
150,164,0,
150,203,0,
150,207,0,
150,214,0,
150,261,0,
150,317,0,
150,355,0,
150,363,0,
150,374,0,
150,406,0,
150,411,0,
150,416,0,
150,421,0,
150,445,0,
151,14,0,
151,15,0,
151,19,0,
151,46,0,
151,53,0,
151,63,0,
151,70,0,
151,76,0,
151,89,0,
151,91,0,
151,92,0,
151,104,0,
151,126,0,
151,156,0,
151,157,0,
151,164,0,
151,182,0,
151,207,0,
151,213,0,
151,216,0,
151,218,0,
151,237,0,
151,241,0,
151,249,0,
151,261,0,
151,263,0,
151,280,0,
151,315,0,
151,317,0,
151,332,0,
151,337,0,
151,374,0,
151,411,0,
151,416,0,
151,421,0,
151,468,0,
151,488,0,
151,496,0,
151,497,0,
151,507,0,
151,510,0,
151,523,0,
151,525,0,
152,211,0,
152,214,0,
152,355,0,
152,590,0,
152,612,0,
153,33,1,1
153,39,1,2
153,44,22,
153,55,15,
153,56,42,
153,110,28,
153,130,35,
153,145,8,
154,33,1,
154,39,4,
154,44,18,
154,55,13,
154,56,47,
154,110,10,
154,130,40,
154,145,7,
154,182,28,
154,229,23,
154,240,33,
155,33,1,
155,39,4,
155,44,18,
155,55,13,
155,56,47,
155,110,10,
155,130,40,
155,145,7,
155,182,28,
155,229,23,
155,240,33,
156,33,1,
156,39,4,
156,44,16,
156,55,13,
156,110,10,
156,130,31,
156,145,7,
156,182,22,
156,229,19,
156,352,25,
156,401,28,
157,56,37,
157,240,34,
158,56,40,
158,240,37,
158,334,34,
159,33,1,
159,39,4,
159,44,16,
159,55,13,
159,56,40,
159,110,10,
159,130,31,
159,145,7,
159,182,22,
159,229,19,
159,240,37,
159,334,34,
159,352,25,
159,401,28,
160,33,1,
160,39,4,
160,44,16,
160,55,7,
160,56,40,
160,110,10,
160,130,31,
160,145,13,
160,182,22,
160,229,19,
160,240,37,
160,334,34,
160,352,25,
160,401,28,
161,54,0,
161,93,0,
161,114,0,
161,175,0,
161,193,0,
161,243,0,
162,54,0,
162,114,0,
162,175,0,
162,193,0,
162,243,0,
162,281,0,
162,287,0,
162,300,0,
163,54,0,
163,114,0,
163,175,0,
163,193,0,
163,243,0,
163,252,0,
163,281,0,
163,287,0,
163,300,0,
163,330,0,
163,392,0,
163,453,0,
164,323,0,
165,54,0,
165,114,0,
165,175,0,
165,193,0,
165,243,0,
165,252,0,
165,281,0,
165,287,0,
165,300,0,
165,323,0,
165,330,0,
165,362,0,
165,392,0,
165,453,0,
166,54,0,
166,114,0,
166,175,0,
166,193,0,
166,243,0,
166,252,0,
166,281,0,
166,287,0,
166,300,0,
166,323,0,
166,330,0,
166,362,0,
166,392,0,
166,396,0,
166,406,0,
166,453,0,
167,58,0,
168,34,0,
168,38,0,
168,69,0,
168,102,0,
168,164,0,
169,5,0,
169,8,0,
169,25,0,
169,68,0,
169,111,0,
169,173,0,
169,189,0,
169,196,0,
169,203,0,
169,205,0,
169,207,0,
169,214,0,
169,223,0,
170,196,0,
170,207,0,
171,5,0,
171,25,0,
171,68,0,
172,8,0,
172,173,0,
172,189,0,
172,196,0,
172,205,0,
172,291,0,
172,334,0,
172,401,0,
172,428,0,
173,29,0,
174,518,0,
175,8,0,
175,173,0,
175,196,0,
175,214,0,
175,231,0,
175,334,0,
175,401,0,
175,428,0,
176,518,0,
177,5,0,
177,25,0,
177,34,0,
177,36,0,
177,38,0,
177,55,0,
177,57,0,
177,58,0,
177,59,0,
177,61,0,
177,66,0,
177,68,0,
177,69,0,
177,70,0,
177,91,0,
177,92,0,
177,99,0,
177,102,0,
177,104,0,
177,115,0,
177,117,0,
177,130,0,
177,156,0,
177,164,0,
178,8,0,
178,29,0,
178,57,0,
178,59,0,
178,70,0,
178,91,0,
178,92,0,
178,104,0,
178,111,0,
178,127,0,
178,156,0,
178,173,0,
178,174,0,
178,182,0,
178,189,0,
178,196,0,
178,203,0,
178,205,0,
178,207,0,
178,213,0,
178,214,0,
178,216,0,
178,218,0,
178,223,0,
178,231,0,
178,237,0,
178,240,0,
178,249,0,
178,250,0,
179,57,0,
179,58,0,
179,59,0,
179,70,0,
179,91,0,
179,92,0,
179,104,0,
179,127,0,
179,156,0,
179,182,0,
179,213,0,
179,216,0,
179,218,0,
179,231,0,
179,237,0,
179,240,0,
179,249,0,
179,258,0,
179,263,0,
179,264,0,
179,280,0,
179,290,0,
179,352,0,
180,291,0,
181,164,0,
181,203,0,
181,207,0,
181,214,0,
181,317,0,
181,360,0,
181,362,0,
181,363,0,
181,374,0,
181,445,0,
182,250,0,
183,57,0,
183,58,0,
183,59,0,
183,70,0,
183,91,0,
183,92,0,
183,104,0,
183,127,0,
183,156,0,
183,164,0,
183,182,0,
183,207,0,
183,213,0,
183,216,0,
183,218,0,
183,237,0,
183,240,0,
183,249,0,
183,258,0,
183,263,0,
183,280,0,
183,317,0,
183,360,0,
183,374,0,
183,496,0,
183,503,0,
184,291,0,
185,214,0,
185,590,0,
185,612,0,
186,33,1,1
186,39,1,2
186,44,24,
186,55,15,
186,56,47,
186,110,31,
186,130,39,
186,145,1,3
186,145,8,
187,33,1,1
187,39,1,2
187,39,4,
187,44,19,
187,55,13,
187,56,53,
187,110,10,
187,130,45,
187,145,1,3
187,145,7,
187,182,31,
187,229,25,
187,240,37,
188,33,1,1
188,39,1,2
188,39,4,
188,44,19,
188,55,13,
188,56,53,
188,110,10,
188,130,45,
188,145,1,3
188,145,7,
188,182,31,
188,229,25,
188,240,37,
189,33,1,1
189,39,1,2
189,39,4,
189,44,16,
189,55,13,
189,110,10,
189,130,36,
189,145,1,3
189,145,7,
189,182,24,
189,229,20,
189,352,28,
189,401,32,
190,56,44,
190,240,40,
191,56,48,
191,240,44,
191,334,40,
192,33,1,1
192,39,1,2
192,39,4,
192,44,16,
192,55,13,
192,56,48,
192,110,10,
192,130,36,
192,145,1,3
192,145,7,
192,182,24,
192,229,20,
192,240,44,
192,334,40,
192,352,28,
192,401,32,
193,33,1,1
193,39,1,2
193,39,4,
193,44,16,
193,55,1,3
193,55,7,
193,56,48,
193,110,10,
193,130,36,
193,145,13,
193,182,24,
193,229,20,
193,240,44,
193,334,40,
193,352,28,
193,401,32,
194,58,0,
195,34,0,
195,38,0,
195,69,0,
195,102,0,
195,164,0,
196,5,0,
196,8,0,
196,25,0,
196,68,0,
196,111,0,
196,173,0,
196,189,0,
196,196,0,
196,203,0,
196,205,0,
196,207,0,
196,214,0,
196,223,0,
197,196,0,
197,207,0,
198,5,0,
198,25,0,
198,68,0,
199,8,0,
199,173,0,
199,189,0,
199,196,0,
